k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	1.000000
0	5	1	0.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	1.000000
0	7	1	0.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	1.000000
0	9	1	0.000000
0	10	0	0.066018
0	10	1	0.933982
0	11	0	0.000000
0	11	1	1.000000
0	12	0	1.000000
0	12	1	0.000000
0	13	0	0.000000
0	13	1	1.000000
0	14	0	0.986909
0	14	1	0.013091
0	15	0	0.977211
0	15	1	0.022789
0	16	0	1.000000
0	16	1	0.000000
0	17	0	0.183294
0	17	1	0.816706
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.000000
0	19	1	1.000000
0	19	2	0.000000
0	20	0	0.000000
0	20	1	1.000000
0	21	0	0.000000
0	21	1	1.000000
0	22	0	1.000000
0	22	1	0.000000
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.988349
1	1	1	0.011651
1	2	0	1.000000
1	2	1	0.000000
1	3	0	0.988319
1	3	1	0.011681
1	4	0	1.000000
1	4	1	0.000000
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.905978
1	6	1	0.094022
1	7	0	1.000000
1	7	1	0.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	0.005835
1	11	1	0.994165
1	12	0	0.000000
1	12	1	1.000000
1	13	0	0.000000
1	13	1	1.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	0.981013
1	15	1	0.018987
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.000000
1	17	1	1.000000
1	18	0	1.000000
1	18	1	0.000000
1	19	0	0.865190
1	19	1	0.000000
1	19	2	0.134809
1	20	0	0.005835
1	20	1	0.994165
1	21	0	1.000000
1	21	1	0.000000
1	22	0	0.994165
1	22	1	0.005835
2	0	0	0.037934
2	0	1	0.962066
2	1	0	1.000000
2	1	1	0.000000
2	2	0	0.826245
2	2	1	0.173755
2	3	0	1.000000
2	3	1	0.000000
2	4	0	0.960989
2	4	1	0.039011
2	5	0	0.434637
2	5	1	0.565363
2	6	0	1.000000
2	6	1	0.000000
2	7	0	0.921151
2	7	1	0.078849
2	8	0	0.434637
2	8	1	0.565363
2	9	0	0.980859
2	9	1	0.019141
2	10	0	0.000000
2	10	1	1.000000
2	11	0	0.000000
2	11	1	1.000000
2	12	0	0.000000
2	12	1	1.000000
2	13	0	0.173755
2	13	1	0.826245
2	14	0	1.000000
2	14	1	0.000000
2	15	0	1.000000
2	15	1	0.000000
2	16	0	0.826245
2	16	1	0.173755
2	17	0	0.000000
2	17	1	1.000000
2	18	0	1.000000
2	18	1	0.000000
2	19	0	1.000000
2	19	1	0.000000
2	19	2	0.000000
2	20	0	0.000000
2	20	1	1.000000
2	21	0	1.000000
2	21	1	0.000000
2	22	0	1.000000
2	22	1	0.000000

