k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.000000
0	4	1	1.000000
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.011991
0	6	1	0.988009
0	7	0	1.000000
0	7	1	0.000000
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.879757
0	9	1	0.120243
0	10	0	0.000000
0	10	1	1.000000
0	10	2	0.000000
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.000000
0	12	1	1.000000
0	13	0	0.548162
0	13	1	0.451838
0	14	0	0.000000
0	14	1	1.000000
0	15	0	1.000000
0	15	1	0.000000
0	16	0	0.773899
0	16	1	0.226101
0	17	0	0.988085
0	17	1	0.011915
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.141365
0	19	1	0.858635
0	20	0	1.000000
0	20	1	0.000000
0	21	0	1.000000
0	21	1	0.000000
0	22	0	1.000000
0	22	1	0.000000
0	23	0	1.000000
0	23	1	0.000000
0	24	0	0.000000
0	24	1	1.000000
0	25	0	1.000000
0	25	1	0.000000
0	26	0	0.376907
0	26	1	0.623093
0	27	0	0.988060
0	27	1	0.011940
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.000000
0	29	1	1.000000
0	30	0	1.000000
0	30	1	0.000000
0	31	0	0.000000
0	31	1	1.000000
0	31	2	0.000000
0	32	0	1.000000
0	32	1	0.000000
0	33	0	0.000000
0	33	1	1.000000
0	34	0	0.000000
0	34	1	1.000000
0	35	0	0.000000
0	35	1	1.000000
0	36	0	0.000000
0	36	1	1.000000
0	37	0	0.853961
0	37	1	0.146039
0	38	0	1.000000
0	38	1	0.000000
0	39	0	1.000000
0	39	1	0.000000
0	40	0	1.000000
0	40	1	0.000000
0	41	0	0.000000
0	41	1	1.000000
0	42	0	1.000000
0	42	1	0.000000
0	43	0	1.000000
0	43	1	0.000000
0	44	0	0.853351
0	44	1	0.146649
0	44	2	0.000000
0	45	0	1.000000
0	45	1	0.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.865735
1	1	1	0.134265
1	2	0	0.068266
1	2	1	0.931734
1	3	0	0.000000
1	3	1	1.000000
1	4	0	0.034232
1	4	1	0.965768
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.000000
1	6	1	1.000000
1	7	0	0.965827
1	7	1	0.034173
1	8	0	0.000000
1	8	1	1.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.134171
1	10	1	0.865829
1	10	2	0.000000
1	11	0	0.000000
1	11	1	1.000000
1	12	0	0.000000
1	12	1	1.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	0.000000
1	14	1	1.000000
1	15	0	0.865735
1	15	1	0.134265
1	16	0	1.000000
1	16	1	0.000000
1	17	0	1.000000
1	17	1	0.000000
1	18	0	0.034133
1	18	1	0.965867
1	19	0	0.000000
1	19	1	1.000000
1	20	0	1.000000
1	20	1	0.000000
1	21	0	1.000000
1	21	1	0.000000
1	22	0	1.000000
1	22	1	0.000000
1	23	0	1.000000
1	23	1	0.000000
1	24	0	0.000000
1	24	1	1.000000
1	25	0	1.000000
1	25	1	0.000000
1	26	0	0.000000
1	26	1	1.000000
1	27	0	1.000000
1	27	1	0.000000
1	28	0	1.000000
1	28	1	0.000000
1	29	0	0.134265
1	29	1	0.865735
1	30	0	0.865735
1	30	1	0.134265
1	31	0	0.000000
1	31	1	0.865925
1	31	2	0.134075
1	32	0	0.000000
1	32	1	1.000000
1	33	0	0.039615
1	33	1	0.960385
1	34	0	1.000000
1	34	1	0.000000
1	35	0	0.134265
1	35	1	0.865735
1	36	0	0.000000
1	36	1	1.000000
1	37	0	1.000000
1	37	1	0.000000
1	38	0	1.000000
1	38	1	0.000000
1	39	0	1.000000
1	39	1	0.000000
1	40	0	1.000000
1	40	1	0.000000
1	41	0	1.000000
1	41	1	0.000000
1	42	0	0.000000
1	42	1	1.000000
1	43	0	1.000000
1	43	1	0.000000
1	44	0	0.966468
1	44	1	0.000000
1	44	2	0.033532
1	45	0	0.000000
1	45	1	1.000000
2	0	0	1.000000
2	0	1	0.000000
2	1	0	1.000000
2	1	1	0.000000
2	2	0	0.000000
2	2	1	1.000000
2	3	0	0.000000
2	3	1	1.000000
2	4	0	0.000000
2	4	1	1.000000
2	5	0	0.424711
2	5	1	0.575289
2	6	0	0.000000
2	6	1	1.000000
2	7	0	1.000000
2	7	1	0.000000
2	8	0	0.173863
2	8	1	0.826137
2	9	0	1.000000
2	9	1	0.000000
2	10	0	0.000000
2	10	1	1.000000
2	10	2	0.000000
2	11	0	0.026373
2	11	1	0.973627
2	12	0	0.000000
2	12	1	1.000000
2	13	0	1.000000
2	13	1	0.000000
2	14	0	0.575289
2	14	1	0.424711
2	15	0	1.000000
2	15	1	0.000000
2	16	0	1.000000
2	16	1	0.000000
2	17	0	1.000000
2	17	1	0.000000
2	18	0	0.000000
2	18	1	1.000000
2	19	0	0.000000
2	19	1	1.000000
2	20	0	0.732363
2	20	1	0.267637
2	21	0	0.937982
2	21	1	0.062018
2	22	0	1.000000
2	22	1	0.000000
2	23	0	0.731640
2	23	1	0.268360
2	24	0	0.196324
2	24	1	0.803676
2	25	0	1.000000
2	25	1	0.000000
2	26	0	0.000000
2	26	1	1.000000
2	27	0	1.000000
2	27	1	0.000000
2	28	0	0.982381
2	28	1	0.017619
2	29	0	0.000000
2	29	1	1.000000
2	30	0	1.000000
2	30	1	0.000000
2	31	0	0.000000
2	31	1	1.000000
2	31	2	0.000000
2	32	0	1.000000
2	32	1	0.000000
2	33	0	0.042750
2	33	1	0.957250
2	34	0	1.000000
2	34	1	0.000000
2	35	0	0.000000
2	35	1	1.000000
2	36	0	0.000000
2	36	1	1.000000
2	37	0	1.000000
2	37	1	0.000000
2	38	0	1.000000
2	38	1	0.000000
2	39	0	1.000000
2	39	1	0.000000
2	40	0	0.731640
2	40	1	0.268360
2	41	0	0.000000
2	41	1	1.000000
2	42	0	0.000000
2	42	1	1.000000
2	43	0	1.000000
2	43	1	0.000000
2	44	0	1.000000
2	44	1	0.000000
2	44	2	0.000000
2	45	0	1.000000
2	45	1	0.000000
3	0	0	0.717027
3	0	1	0.282973
3	1	0	1.000000
3	1	1	0.000000
3	2	0	0.000000
3	2	1	1.000000
3	3	0	0.097774
3	3	1	0.902226
3	4	0	0.053877
3	4	1	0.946123
3	5	0	1.000000
3	5	1	0.000000
3	6	0	0.000000
3	6	1	1.000000
3	7	0	1.000000
3	7	1	0.000000
3	8	0	0.000000
3	8	1	1.000000
3	9	0	1.000000
3	9	1	0.000000
3	10	0	0.000000
3	10	1	0.986514
3	10	2	0.013486
3	11	0	0.000000
3	11	1	1.000000
3	12	0	0.053566
3	12	1	0.946434
3	13	0	1.000000
3	13	1	0.000000
3	14	0	0.000000
3	14	1	1.000000
3	15	0	1.000000
3	15	1	0.000000
3	16	0	1.000000
3	16	1	0.000000
3	17	0	1.000000
3	17	1	0.000000
3	18	0	0.000000
3	18	1	1.000000
3	19	0	0.000000
3	19	1	1.000000
3	20	0	1.000000
3	20	1	0.000000
3	21	0	1.000000
3	21	1	0.000000
3	22	0	0.000000
3	22	1	1.000000
3	23	0	1.000000
3	23	1	0.000000
3	24	0	0.000000
3	24	1	1.000000
3	25	0	0.986471
3	25	1	0.013529
3	26	0	0.000000
