k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	0.080359
0	1	1	0.919641
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.954093
0	3	1	0.045907
0	4	0	0.811678
0	4	1	0.188322
0	5	0	0.011436
0	5	1	0.988564
0	6	0	0.000000
0	6	1	1.000000
0	7	0	1.000000
0	7	1	0.000000
0	8	0	0.879780
0	8	1	0.120220
0	9	0	0.167028
0	9	1	0.832972
0	10	0	0.846546
0	10	1	0.153454
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.011459
0	12	1	0.988541
0	13	0	0.965641
0	13	1	0.034359
0	14	0	0.896498
0	14	1	0.103502
0	15	0	0.047052
0	15	1	0.952948
0	16	0	0.103502
0	16	1	0.896498
0	17	0	1.000000
0	17	1	0.000000
0	18	0	1.000000
0	18	1	0.000000
0	19	0	0.832972
0	19	1	0.167028
0	20	0	1.000000
0	20	1	0.000000
0	21	0	0.977075
0	21	1	0.022925
0	22	0	1.000000
0	22	1	0.000000
0	23	0	0.005725
0	23	1	0.994275
0	24	0	0.994275
0	24	1	0.005725
0	25	0	0.022890
0	25	1	0.977110
0	26	0	0.994275
0	26	1	0.005725
0	27	0	0.965641
0	27	1	0.034359
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.896975
0	29	1	0.103025
0	30	0	0.000000
0	30	1	1.000000
0	31	0	0.846546
0	31	1	0.153454
0	32	0	0.000000
0	32	1	1.000000
0	33	0	0.994275
0	33	1	0.005725
0	34	0	1.000000
0	34	1	0.000000
0	35	0	0.965641
0	35	1	0.034359
0	36	0	0.977076
0	36	1	0.022924
1	0	0	0.365416
1	0	1	0.634584
1	1	0	0.000000
1	1	1	1.000000
1	2	0	0.976123
1	2	1	0.023877
1	3	0	1.000000
1	3	1	0.000000
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.015985
1	5	1	0.984015
1	6	0	0.016016
1	6	1	0.983984
1	7	0	0.992003
1	7	1	0.007997
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	1.000000
1	10	1	0.000000
1	11	0	0.795691
1	11	1	0.204309
1	12	0	0.000000
1	12	1	1.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	1.000000
1	14	1	0.000000
1	15	0	0.062115
1	15	1	0.937885
1	16	0	0.000000
1	16	1	1.000000
1	17	0	0.935851
1	17	1	0.064149
1	18	0	0.365416
1	18	1	0.634584
1	19	0	1.000000
1	19	1	0.000000
1	20	0	0.992027
1	20	1	0.007973
1	21	0	1.000000
1	21	1	0.000000
1	22	0	0.992037
1	22	1	0.007963
1	23	0	0.000000
1	23	1	1.000000
1	24	0	1.000000
1	24	1	0.000000
1	25	0	0.023953
1	25	1	0.976047
1	26	0	1.000000
1	26	1	0.000000
1	27	0	1.000000
1	27	1	0.000000
1	28	0	0.784182
1	28	1	0.215818
1	29	0	1.000000
1	29	1	0.000000
1	30	0	0.031812
1	30	1	0.968188
1	31	0	1.000000
1	31	1	0.000000
1	32	0	0.031812
1	32	1	0.968188
1	33	0	1.000000
1	33	1	0.000000
1	34	0	0.738795
1	34	1	0.261205
1	35	0	1.000000
1	35	1	0.000000
1	36	0	1.000000
1	36	1	0.000000

