k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	0.981833
0	6	1	0.018167
0	7	0	1.000000
0	7	1	0.000000
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.060838
0	9	1	0.939162
0	10	0	1.000000
0	10	1	0.000000
0	11	0	0.006075
0	11	1	0.993925
0	12	0	0.006075
0	12	1	0.993925
0	13	0	1.000000
0	13	1	0.000000
0	14	0	0.000000
0	14	1	1.000000
0	15	0	0.000000
0	15	1	1.000000
0	16	0	0.963557
0	16	1	0.036443
0	17	0	0.091868
0	17	1	0.908132
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	1.000000
0	21	1	0.000000
0	22	0	0.000000
0	22	1	0.000000
0	22	2	1.000000
0	23	0	0.000000
0	23	1	1.000000
0	24	0	0.356063
0	24	1	0.643937
0	25	0	0.000000
0	25	1	1.000000
0	26	0	0.030446
0	26	1	0.969554
0	27	0	1.000000
0	27	1	0.000000
0	28	0	0.665962
0	28	1	0.334038
0	29	0	0.000000
0	29	1	1.000000
0	30	0	0.000000
0	30	1	1.000000
0	31	0	1.000000
0	31	1	0.000000
0	32	0	0.012104
0	32	1	0.987896
0	33	0	1.000000
0	33	1	0.000000
0	34	0	1.000000
0	34	1	0.000000
0	35	0	1.000000
0	35	1	0.000000
0	36	0	0.690919
0	36	1	0.309081
0	37	0	0.000000
0	37	1	1.000000
0	38	0	1.000000
0	38	1	0.000000
0	39	0	1.000000
0	39	1	0.000000
0	40	0	0.873207
0	40	1	0.126793
0	41	0	1.000000
0	41	1	0.000000
0	42	0	1.000000
0	42	1	0.000000
0	43	0	0.690919
0	43	1	0.309081
0	44	0	1.000000
0	44	1	0.000000
0	45	0	1.000000
0	45	1	0.000000
0	46	0	0.024288
0	46	1	0.975712
1	0	0	0.466415
1	0	1	0.533585
1	1	0	0.985265
1	1	1	0.014735
1	2	0	0.044570
1	2	1	0.955430
1	3	0	0.606433
1	3	1	0.393567
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.154909
1	5	1	0.845091
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	0.533585
1	8	1	0.466415
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.845091
1	10	1	0.154909
1	11	0	0.000000
1	11	1	1.000000
1	12	0	0.000000
1	12	1	1.000000
1	13	0	0.845091
1	13	1	0.154909
1	14	0	0.154909
1	14	1	0.845091
1	15	0	0.088481
1	15	1	0.911519
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.000000
1	17	1	1.000000
1	18	0	0.036859
1	18	1	0.963141
1	19	0	0.154909
1	19	1	0.845091
1	20	0	0.845091
1	20	1	0.154909
1	21	0	0.970361
1	21	1	0.029639
1	22	0	0.086225
1	22	1	0.524534
1	22	2	0.389242
1	23	0	0.029701
1	23	1	0.970299
1	24	0	1.000000
1	24	1	0.000000
1	25	0	0.260410
1	25	1	0.739590
1	26	0	0.000000
1	26	1	1.000000
1	27	0	0.845091
1	27	1	0.154909
1	28	0	1.000000
1	28	1	0.000000
1	29	0	0.148392
1	29	1	0.851608
1	30	0	0.201527
1	30	1	0.798473
1	31	0	0.000000
1	31	1	1.000000
1	32	0	0.000000
1	32	1	1.000000
1	33	0	0.845091
1	33	1	0.154909
1	34	0	0.948008
1	34	1	0.051992
1	35	0	0.845091
1	35	1	0.154909
1	36	0	1.000000
1	36	1	0.000000
1	37	0	0.393567
1	37	1	0.606433
1	38	0	0.911519
1	38	1	0.088481
1	39	0	0.867013
1	39	1	0.132987
1	40	0	1.000000
1	40	1	0.000000
1	41	0	0.955712
1	41	1	0.044288
1	42	0	0.845091
1	42	1	0.154909
1	43	0	1.000000
1	43	1	0.000000
1	44	0	0.739590
1	44	1	0.260410
1	45	0	0.845091
1	45	1	0.154909
1	46	0	0.000000
1	46	1	1.000000

