k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.009518
0	1	1	0.990482
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	0.000000
0	6	1	1.000000
0	7	0	1.000000
0	7	1	0.000000
0	8	0	0.000000
0	8	1	1.000000
0	9	0	1.000000
0	9	1	0.000000
0	10	0	1.000000
0	10	1	0.000000
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.000000
0	12	1	1.000000
0	13	0	1.000000
0	13	1	0.000000
0	14	0	0.257585
0	14	1	0.742415
0	15	0	1.000000
0	15	1	0.000000
0	16	0	1.000000
0	16	1	0.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	0.990482
0	21	1	0.009518
0	22	0	0.000000
0	22	1	1.000000
0	23	0	1.000000
0	23	1	0.000000
0	24	0	1.000000
0	24	1	0.000000
0	25	0	0.414008
0	25	1	0.585992
0	26	0	0.222321
0	26	1	0.777679
0	27	0	1.000000
0	27	1	0.000000
0	28	0	0.000000
0	28	1	1.000000
0	29	0	0.009524
0	29	1	0.990476
0	30	0	0.000000
0	30	1	1.000000
0	31	0	0.327323
0	31	1	0.672677
0	32	0	1.000000
0	32	1	0.000000
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.000000
1	1	1	1.000000
1	2	0	0.000000
1	2	1	1.000000
1	3	0	1.000000
1	3	1	0.000000
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	1.000000
1	7	1	0.000000
1	8	0	0.000000
1	8	1	1.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	0.000000
1	12	1	1.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	0.000000
1	14	1	1.000000
1	15	0	1.000000
1	15	1	0.000000
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.041628
1	17	1	0.958372
1	18	0	0.041595
1	18	1	0.958405
1	19	0	0.000000
1	19	1	1.000000
1	20	0	0.748196
1	20	1	0.251804
1	21	0	1.000000
1	21	1	0.000000
1	22	0	0.000000
1	22	1	1.000000
1	23	0	0.000000
1	23	1	1.000000
1	24	0	0.967017
1	24	1	0.032983
1	25	0	0.000000
1	25	1	1.000000
1	26	0	1.000000
1	26	1	0.000000
1	27	0	1.000000
1	27	1	0.000000
1	28	0	0.000000
1	28	1	1.000000
1	29	0	0.000000
1	29	1	1.000000
1	30	0	0.000000
1	30	1	1.000000
1	31	0	0.000000
1	31	1	1.000000
1	32	0	1.000000
1	32	1	0.000000
2	0	0	0.363461
2	0	1	0.636539
2	1	0	0.000000
2	1	1	1.000000
2	2	0	0.052615
2	2	1	0.947385
2	3	0	1.000000
2	3	1	0.000000
2	4	0	1.000000
2	4	1	0.000000
2	5	0	0.151713
2	5	1	0.848287
2	6	0	0.000000
2	6	1	1.000000
2	7	0	0.994167
2	7	1	0.005833
2	8	0	0.005833
2	8	1	0.994167
2	9	0	0.848287
2	9	1	0.151713
2	10	0	1.000000
2	10	1	0.000000
2	11	0	0.000000
2	11	1	1.000000
2	12	0	0.046675
2	12	1	0.953325
2	13	0	0.953325
2	13	1	0.046675
2	14	0	0.000000
2	14	1	1.000000
2	15	0	0.000000
2	15	1	1.000000
2	16	0	0.000000
2	16	1	1.000000
2	17	0	0.000000
2	17	1	1.000000
2	18	0	0.000000
2	18	1	1.000000
2	19	0	0.017535
2	19	1	0.982465
2	20	0	1.000000
2	20	1	0.000000
2	21	0	1.000000
2	21	1	0.000000
2	22	0	0.081730
2	22	1	0.918270
2	23	0	1.000000
2	23	1	0.000000
2	24	0	0.856109
2	24	1	0.143891
2	25	0	0.000000
2	25	1	1.000000
2	26	0	1.000000
2	26	1	0.000000
2	27	0	0.994167
2	27	1	0.005833
2	28	0	0.111503
2	28	1	0.888497
2	29	0	0.000000
2	29	1	1.000000
2	30	0	0.011678
2	30	1	0.988322
2	31	0	0.000000
2	31	1	1.000000
2	32	0	0.959295
2	32	1	0.040705

