k	l	m	KLM
0	0	0	0.075904
0	0	1	0.924096
0	1	0	0.000000
0	1	1	1.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.107035
0	3	1	0.892965
0	4	0	0.438693
0	4	1	0.561307
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.461368
0	6	1	0.538632
0	7	0	0.949591
0	7	1	0.050409
0	8	0	0.461368
0	8	1	0.538632
0	9	0	0.538632
0	9	1	0.461368
0	10	0	0.000000
0	10	1	1.000000
0	11	0	0.461368
0	11	1	0.538632
0	12	0	0.981418
0	12	1	0.018582
0	13	0	0.000000
0	13	1	1.000000
0	14	0	0.000000
0	14	1	1.000000
0	15	0	0.461368
0	15	1	0.538632
0	16	0	0.000000
0	16	1	1.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	1.000000
0	18	1	0.000000
0	19	0	0.561307
0	19	1	0.438693
0	20	0	0.538632
0	20	1	0.461368
0	21	0	1.000000
0	21	1	0.000000
0	22	0	1.000000
0	22	1	0.000000
0	23	0	0.962772
0	23	1	0.037228
0	24	0	0.018492
0	24	1	0.981508
0	25	0	0.037657
0	25	1	0.962343
0	26	0	0.018492
0	26	1	0.981508
0	27	0	0.438693
0	27	1	0.561307
0	28	0	0.000000
0	28	1	1.000000
0	29	0	0.538632
0	29	1	0.461368
0	30	0	0.538632
0	30	1	0.461368
0	31	0	0.107035
0	31	1	0.892965
0	32	0	0.029464
0	32	1	0.970536
0	33	0	0.461368
0	33	1	0.538632
0	34	0	1.000000
0	34	1	0.000000
0	35	0	0.107035
0	35	1	0.892965
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.068975
1	1	1	0.931025
1	2	0	0.727191
1	2	1	0.272809
1	3	0	0.000000
1	3	1	1.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.995938
1	5	1	0.004062
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.986632
1	7	1	0.013368
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.435696
1	10	1	0.564304
1	11	0	1.000000
1	11	1	0.000000
1	12	0	1.000000
1	12	1	0.000000
1	13	0	0.008127
1	13	1	0.991873
1	14	0	0.004062
1	14	1	0.995938
1	15	0	1.000000
1	15	1	0.000000
1	16	0	0.036534
1	16	1	0.963466
1	17	0	0.004062
1	17	1	0.995938
1	18	0	0.804023
1	18	1	0.195977
1	19	0	1.000000
1	19	1	0.000000
1	20	0	0.000000
1	20	1	1.000000
1	21	0	0.991873
1	21	1	0.008127
1	22	0	0.991873
1	22	1	0.008127
1	23	0	1.000000
1	23	1	0.000000
1	24	0	0.000000
1	24	1	1.000000
1	25	0	0.000000
1	25	1	1.000000
1	26	0	0.000000
1	26	1	1.000000
1	27	0	0.000000
1	27	1	1.000000
1	28	0	0.012194
1	28	1	0.987806
1	29	0	0.000000
1	29	1	1.000000
1	30	0	0.000000
1	30	1	1.000000
1	31	0	0.000000
1	31	1	1.000000
1	32	0	0.030117
1	32	1	0.969883
1	33	0	1.000000
1	33	1	0.000000
1	34	0	0.898154
1	34	1	0.101846
1	35	0	0.000000
1	35	1	1.000000

