k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	0.040299
0	4	1	0.959701
0	5	0	0.000000
0	5	1	1.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	1.000000
0	9	1	0.000000
0	10	0	1.000000
0	10	1	0.000000
0	11	0	0.975250
0	11	1	0.024750
0	12	0	0.000000
0	12	1	1.000000
0	13	0	0.000000
0	13	1	1.000000
0	14	0	0.006256
0	14	1	0.993744
0	15	0	0.000000
0	15	1	1.000000
0	16	0	0.000000
0	16	1	1.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.893454
0	19	1	0.106546
0	20	0	0.000000
0	20	1	1.000000
0	21	0	0.000000
0	21	1	1.000000
0	22	0	0.040274
0	22	1	0.959726
0	23	0	0.150819
0	23	1	0.849181
0	24	0	0.000000
0	24	1	1.000000
0	25	0	0.000000
0	25	1	1.000000
0	26	0	1.000000
0	26	1	0.000000
0	27	0	0.068632
0	27	1	0.931368
0	28	0	0.000000
0	28	1	1.000000
0	29	0	0.000000
0	29	1	1.000000
0	30	0	0.000000
0	30	1	1.000000
0	31	0	0.000000
0	31	1	1.000000
0	32	0	1.000000
0	32	1	0.000000
0	33	0	0.000000
0	33	1	1.000000
0	34	0	0.006266
0	34	1	0.993734
0	35	0	0.487016
0	35	1	0.512984
0	36	0	0.000000
0	36	1	1.000000
0	36	2	0.000000
0	37	0	0.000000
0	37	1	1.000000
0	38	0	0.000000
0	38	1	1.000000
0	39	0	0.000000
0	39	1	1.000000
0	40	0	1.000000
0	40	1	0.000000
0	41	0	0.000000
0	41	1	1.000000
0	42	0	0.000000
0	42	1	1.000000
0	43	0	0.000000
0	43	1	1.000000
0	44	0	1.000000
0	44	1	0.000000
0	45	0	0.000000
0	45	1	1.000000
0	46	0	0.000000
0	46	1	1.000000
0	47	0	1.000000
0	47	1	0.000000
0	48	0	0.000000
0	48	1	1.000000
0	49	0	0.974935
0	49	1	0.025065
0	50	0	0.124907
0	50	1	0.875093
0	51	0	0.000000
0	51	1	1.000000
0	52	0	0.000000
0	52	1	1.000000
0	53	0	0.000000
0	53	1	1.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.957446
1	1	1	0.042554
1	2	0	0.340764
1	2	1	0.659236
1	3	0	0.000000
1	3	1	1.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.028371
1	5	1	0.971629
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	0.391811
1	8	1	0.608189
1	9	0	0.659236
1	9	1	0.340764
1	10	0	0.775129
1	10	1	0.224871
1	11	0	0.985246
1	11	1	0.014754
1	12	0	0.125358
1	12	1	0.874642
1	13	0	0.042317
1	13	1	0.957683
1	14	0	0.000000
1	14	1	1.000000
1	15	0	0.041958
1	15	1	0.958042
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.042554
1	17	1	0.957446
1	18	0	0.608189
1	18	1	0.391811
1	19	0	1.000000
1	19	1	0.000000
1	20	0	0.042554
1	20	1	0.957446
1	21	0	1.000000
1	21	1	0.000000
1	22	0	0.000000
1	22	1	1.000000
1	23	0	0.000000
1	23	1	1.000000
1	24	0	0.429210
1	24	1	0.570790
1	25	0	0.224871
1	25	1	0.775129
1	26	0	0.581561
1	26	1	0.418439
1	27	0	0.000000
1	27	1	1.000000
1	28	0	0.608189
1	28	1	0.391811
1	29	0	0.608189
1	29	1	0.391811
1	30	0	0.608189
1	30	1	0.391811
1	31	0	0.608189
1	31	1	0.391811
1	32	0	0.391811
1	32	1	0.608189
1	33	0	1.000000
1	33	1	0.000000
1	34	0	0.000000
1	34	1	1.000000
1	35	0	0.000000
1	35	1	1.000000
1	36	0	0.417110
1	36	1	0.555979
1	36	2	0.026910
1	37	0	0.608189
1	37	1	0.391811
1	38	0	0.429210
1	38	1	0.570790
1	39	0	1.000000
1	39	1	0.000000
1	40	0	1.000000
1	40	1	0.000000
1	41	0	0.608189
1	41	1	0.391811
1	42	0	0.000000
1	42	1	1.000000
1	43	0	0.418439
1	43	1	0.581561
1	44	0	0.570790
1	44	1	0.429210
1	45	0	0.608189
1	45	1	0.391811
1	46	0	0.252029
1	46	1	0.747971
1	47	0	1.000000
1	47	1	0.000000
1	48	0	0.429210
1	48	1	0.570790
1	49	0	1.000000
1	49	1	0.000000
1	50	0	0.000000
1	50	1	1.000000
1	51	0	0.000000
1	51	1	1.000000
1	52	0	0.418439
1	52	1	0.581561
1	53	0	0.608189
1	53	1	0.391811
2	0	0	0.658745
2	0	1	0.341255
2	1	0	1.000000
2	1	1	0.000000
2	2	0	0.000000
2	2	1	1.000000
2	3	0	0.000000
2	3	1	1.000000
2	4	0	0.022793
2	4	1	0.977207
2	5	0	0.000000
2	5	1	1.000000
2	6	0	0.942442
2	6	1	0.057558
2	7	0	0.341255
2	7	1	0.658745
2	8	0	1.000000
2	8	1	0.000000
2	9	0	1.000000
2	9	1	0.000000
2	10	0	1.000000
2	10	1	0.000000
2	11	0	1.000000
2	11	1	0.000000
2	12	0	0.000000
2	12	1	1.000000
2	13	0	0.000000
2	13	1	1.000000
2	14	0	0.000000
2	14	1	1.000000
2	15	0	0.000000
2	15	1	1.000000
2	16	0	0.000000
2	16	1	1.000000
2	17	0	0.000000
2	17	1	1.000000
2	18	0	0.000000
2	18	1	1.000000
2	19	0	1.000000
2	19	1	0.000000
2	20	0	0.000000
2	20	1	1.000000
2	21	0	0.000000
2	21	1	1.000000
2	22	0	0.022801
2	22	1	0.977199
2	23	0	0.000000
2	23	1	1.000000
2	24	0	0.000000
2	24	1	1.000000
2	25	0	0.000000
2	25	1	1.000000
2	26	0	1.000000
2	26	1	0.000000
2	27	0	0.000000
2	27	1	1.000000
2	28	0	0.000000
2	28	1	1.000000
2	29	0	0.000000
2	29	1	1.000000
2	30	0	0.000000
2	30	1	1.000000
2	31	0	0.000000
2	31	1	1.000000
2	32	0	1.000000
2	32	1	0.000000
2	33	0	0.000000
2	33	1	1.000000
2	34	0	0.000000
2	34	1	1.000000
2	35	0	0.000000
2	35	1	1.000000
2	36	0	0.000000
2	36	1	1.000000
2	36	2	0.000000
2	37	0	0.000000
2	37	1	1.000000
2	38	0	0.000000
2	38	1	1.000000
2	39	0	1.000000
2	39	1	0.000000
2	40	0	0.956824
2	40	1	0.043176
2	41	0	0.000000
2	41	1	1.000000
2	42	0	0.087655
2	42	1	0.912345
2	43	0	0.000000
2	43	1	1.000000
2	44	0	1.000000
2	44	1	0.000000
2	45	0	0.000000
2	45	1	1.000000
2	46	0	0.000000
2	46	1	1.000000
2	47	0	0.985602
2	47	1	0.014398
2	48	0	0.000000
2	48	1	1.000000
2	49	0	1.000000
2	49	1	0.000000
2	50	0	0.000000
2	50	1	1.000000
2	51	0	1.000000
2	51	1	0.000000
2	52	0	0.000000
2	52	1	1.000000
2	53	0	0.000000
2	53	1	1.000000

