k	l	m	KLM
0	0	0	0.988686
0	0	1	0.011314
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	1.000000
0	3	1	0.000000
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	0.931793
0	6	1	0.068207
0	7	0	0.000000
0	7	1	1.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.966025
0	9	1	0.033975
0	10	0	0.011263
0	10	1	0.988737
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.931793
0	12	1	0.068207
0	13	0	0.022587
0	13	1	0.977413
0	14	0	0.000000
0	14	1	0.000000
0	14	2	1.000000
0	15	0	1.000000
0	15	1	0.000000
0	16	0	0.000000
0	16	1	1.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	1.000000
0	18	1	0.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	0.000000
0	21	1	1.000000
0	22	0	1.000000
0	22	1	0.000000
0	23	0	1.000000
0	23	1	0.000000
0	24	0	1.000000
0	24	1	0.000000
0	25	0	0.033975
0	25	1	0.966025
0	26	0	1.000000
0	26	1	0.000000
0	27	0	1.000000
0	27	1	0.000000
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.090987
0	29	1	0.909013
0	30	0	1.000000
0	30	1	0.000000
0	31	0	0.966136
0	31	1	0.033864
0	32	0	0.000000
0	32	1	1.000000
0	33	0	1.000000
0	33	1	0.000000
0	34	0	0.000000
0	34	1	1.000000
0	35	0	1.000000
0	35	1	0.000000
0	36	0	1.000000
0	36	1	0.000000
0	37	0	1.000000
0	37	1	0.000000
0	38	0	0.000000
0	38	1	1.000000
0	39	0	1.000000
0	39	1	0.000000
0	40	0	1.000000
0	40	1	0.000000
0	41	0	0.000000
0	41	1	1.000000
0	42	0	0.000000
0	42	1	1.000000
0	43	0	0.000000
0	43	1	1.000000
0	44	0	1.000000
0	44	1	0.000000
0	45	0	0.000000
0	45	1	1.000000
0	46	0	0.000000
0	46	1	1.000000
0	47	0	0.000000
0	47	1	1.000000
0	48	0	0.000000
0	48	1	1.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	0.834272
1	2	1	0.165728
1	3	0	0.000000
1	3	1	1.000000
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.041707
1	5	1	0.958293
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.000000
1	7	1	1.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	1.000000
1	12	1	0.000000
1	13	0	0.000000
1	13	1	1.000000
1	14	0	0.000000
1	14	1	0.000000
1	14	2	1.000000
1	15	0	1.000000
1	15	1	0.000000
1	16	0	1.000000
1	16	1	0.000000
1	17	0	0.000000
1	17	1	1.000000
1	18	0	0.000000
1	18	1	1.000000
1	19	0	0.000000
1	19	1	1.000000
1	20	0	1.000000
1	20	1	0.000000
1	21	0	1.000000
1	21	1	0.000000
1	22	0	1.000000
1	22	1	0.000000
1	23	0	1.000000
1	23	1	0.000000
1	24	0	1.000000
1	24	1	0.000000
1	25	0	0.000000
1	25	1	1.000000
1	26	0	0.969111
1	26	1	0.030889
1	27	0	0.000000
1	27	1	1.000000
1	28	0	1.000000
1	28	1	0.000000
1	29	0	0.000000
1	29	1	1.000000
1	30	0	0.000000
1	30	1	1.000000
1	31	0	1.000000
1	31	1	0.000000
1	32	0	0.000000
1	32	1	1.000000
1	33	0	0.000000
1	33	1	1.000000
1	34	0	1.000000
1	34	1	0.000000
1	35	0	1.000000
1	35	1	0.000000
1	36	0	0.000000
1	36	1	1.000000
1	37	0	0.000000
1	37	1	1.000000
1	38	0	0.848898
1	38	1	0.151102
1	39	0	1.000000
1	39	1	0.000000
1	40	0	1.000000
1	40	1	0.000000
1	41	0	1.000000
1	41	1	0.000000
1	42	0	1.000000
1	42	1	0.000000
1	43	0	1.000000
1	43	1	0.000000
1	44	0	1.000000
1	44	1	0.000000
1	45	0	0.000000
1	45	1	1.000000
1	46	0	0.848898
1	46	1	0.151102
1	47	0	0.000000
1	47	1	1.000000
1	48	0	1.000000
1	48	1	0.000000
2	0	0	1.000000
2	0	1	0.000000
2	1	0	1.000000
2	1	1	0.000000
2	2	0	1.000000
2	2	1	0.000000
2	3	0	1.000000
2	3	1	0.000000
2	4	0	0.000000
2	4	1	1.000000
2	5	0	0.000000
2	5	1	1.000000
2	6	0	1.000000
2	6	1	0.000000
2	7	0	0.000000
2	7	1	1.000000
2	8	0	0.941291
2	8	1	0.058709
2	9	0	1.000000
2	9	1	0.000000
2	10	0	0.000000
2	10	1	1.000000
2	11	0	0.000000
2	11	1	1.000000
2	12	0	1.000000
2	12	1	0.000000
2	13	0	0.000000
2	13	1	1.000000
2	14	0	0.000000
2	14	1	0.000000
2	14	2	1.000000
2	15	0	0.960773
2	15	1	0.039227
2	16	0	0.000000
2	16	1	1.000000
2	17	0	0.000000
2	17	1	1.000000
2	18	0	1.000000
2	18	1	0.000000
2	19	0	0.019882
2	19	1	0.980118
2	20	0	0.000000
2	20	1	1.000000
2	21	0	0.000000
2	21	1	1.000000
2	22	0	0.703941
2	22	1	0.296059
2	23	0	1.000000
2	23	1	0.000000
2	24	0	1.000000
2	24	1	0.000000
2	25	0	0.000000
2	25	1	1.000000
2	26	0	1.000000
2	26	1	0.000000
2	27	0	1.000000
2	27	1	0.000000
2	28	0	0.000000
2	28	1	1.000000
2	29	0	0.000000
2	29	1	1.000000
2	30	0	1.000000
2	30	1	0.000000
2	31	0	1.000000
2	31	1	0.000000
2	32	0	0.000000
2	32	1	1.000000
2	33	0	1.000000
2	33	1	0.000000
2	34	0	0.000000
2	34	1	1.000000
2	35	0	1.000000
2	35	1	0.000000
2	36	0	1.000000
2	36	1	0.000000
2	37	0	1.000000
2	37	1	0.000000
2	38	0	0.000000
2	38	1	1.000000
2	39	0	1.000000
2	39	1	0.000000
2	40	0	0.980311
2	40	1	0.019689
2	41	0	0.000000
2	41	1	1.000000
2	42	0	1.000000
2	42	1	0.000000
2	43	0	0.000000
2	43	1	1.000000
2	44	0	0.980118
2	44	1	0.019882
2	45	0	1.000000
2	45	1	0.000000
2	46	0	0.000000
2	46	1	1.000000
2	47	0	0.000000
2	47	1	1.000000
2	48	0	0.000000
2	48	1	1.000000
3	0	0	1.000000
3	0	1	0.000000
3	1	0	1.000000
3	1	1	0.000000
3	2	0	1.000000
3	2	1	0.000000
3	3	0	0.000000
3	3	1	1.000000
3	4	0	1.000000
3	4	1	0.000000
3	5	0	0.000000
3	5	1	1.000000
3	6	0	1.000000
3	6	1	0.000000
3	7	0	0.060226
3	7	1	0.939774
3	8	0	1.000000
