k	l	m	KLM
0	0	0	0.000000
0	0	1	1.000000
0	1	0	0.000000
0	1	1	1.000000
0	2	0	0.941386
0	2	1	0.058614
0	3	0	1.000000
0	3	1	0.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.000001
0	5	1	0.999999
0	6	0	1.000000
0	6	1	0.000000
0	7	0	1.000000
0	7	1	0.000000
0	8	0	0.923235
0	8	1	0.076765
0	9	0	0.057662
0	9	1	0.942338
0	10	0	0.000000
0	10	1	1.000000
0	11	0	1.000000
0	11	1	0.000000
0	12	0	1.000000
0	12	1	0.000000
0	13	0	1.000000
0	13	1	0.000000
0	14	0	0.000000
0	14	1	1.000000
0	15	0	1.000000
0	15	1	0.000000
0	16	0	1.000000
0	16	1	0.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.039321
0	19	1	0.960679
0	20	0	1.000000
0	20	1	0.000000
0	21	0	0.586949
0	21	1	0.413051
0	22	0	1.000000
0	22	1	0.000000
0	23	0	0.000000
0	23	1	1.000000
0	24	0	1.000000
0	24	1	0.000000
0	25	0	0.000000
0	25	1	1.000000
0	26	0	0.118896
0	26	1	0.881104
0	27	0	0.000000
0	27	1	1.000000
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.000000
0	29	1	1.000000
0	30	0	0.000000
0	30	1	1.000000
0	31	0	0.251841
0	31	1	0.748159
0	32	0	0.960678
0	32	1	0.039322
0	33	0	0.413051
0	33	1	0.586949
0	34	0	1.000000
0	34	1	0.000000
0	35	0	1.000000
0	35	1	0.000000
0	36	0	0.000000
0	36	1	1.000000
0	37	0	0.000000
0	37	1	1.000000
0	38	0	0.133727
0	38	1	0.866273
0	39	0	0.000000
0	39	1	1.000000
0	40	0	0.019548
0	40	1	0.980452
0	41	0	0.000000
0	41	1	1.000000
0	42	0	1.000000
0	42	1	0.000000
0	43	0	1.000000
0	43	1	0.000000
0	44	0	0.000000
0	44	1	1.000000
0	45	0	0.000000
0	45	1	1.000000
0	46	0	0.000000
0	46	1	1.000000
0	47	0	0.019549
0	47	1	0.980451
0	48	0	0.000000
0	48	1	1.000000
0	49	0	1.000000
0	49	1	0.000000
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.000000
1	1	1	1.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	0.955644
1	3	1	0.044356
1	4	0	1.000000
1	4	1	0.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	0.909245
1	6	1	0.090755
1	7	0	1.000000
1	7	1	0.000000
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	1.000000
1	12	1	0.000000
1	13	0	1.000000
1	13	1	0.000000
1	14	0	0.000000
1	14	1	1.000000
1	15	0	1.000000
1	15	1	0.000000
1	16	0	0.000000
1	16	1	1.000000
1	17	0	0.000000
1	17	1	1.000000
1	18	0	0.000000
1	18	1	1.000000
1	19	0	0.000000
1	19	1	1.000000
1	20	0	0.000000
1	20	1	1.000000
1	21	0	1.000000
1	21	1	0.000000
1	22	0	1.000000
1	22	1	0.000000
1	23	0	0.000000
1	23	1	1.000000
1	24	0	1.000000
1	24	1	0.000000
1	25	0	0.000000
1	25	1	1.000000
1	26	0	0.000000
1	26	1	1.000000
1	27	0	0.000000
1	27	1	1.000000
1	28	0	1.000000
1	28	1	0.000000
1	29	0	0.000000
1	29	1	1.000000
1	30	0	1.000000
1	30	1	0.000000
1	31	0	0.000000
1	31	1	1.000000
1	32	0	1.000000
1	32	1	0.000000
1	33	0	0.000000
1	33	1	1.000000
1	34	0	1.000000
1	34	1	0.000000
1	35	0	0.636067
1	35	1	0.363933
1	36	0	0.000000
1	36	1	1.000000
1	37	0	0.262981
1	37	1	0.737019
1	38	0	0.000000
1	38	1	1.000000
1	39	0	0.000000
1	39	1	1.000000
1	40	0	0.000000
1	40	1	1.000000
1	41	0	0.000000
1	41	1	1.000000
1	42	0	1.000000
1	42	1	0.000000
1	43	0	1.000000
1	43	1	0.000000
1	44	0	0.000000
1	44	1	1.000000
1	45	0	0.000000
1	45	1	1.000000
1	46	0	0.000000
1	46	1	1.000000
1	47	0	0.000000
1	47	1	1.000000
1	48	0	0.262981
1	48	1	0.737019
1	49	0	1.000000
1	49	1	0.000000
2	0	0	0.132182
2	0	1	0.867818
2	1	0	1.000000
2	1	1	0.000000
2	2	0	1.000000
2	2	1	0.000000
2	3	0	1.000000
2	3	1	0.000000
2	4	0	1.000000
2	4	1	0.000000
2	5	0	0.569140
2	5	1	0.430860
2	6	0	1.000000
2	6	1	0.000000
2	7	0	1.000000
2	7	1	0.000000
2	8	0	1.000000
2	8	1	0.000000
2	9	0	0.000000
2	9	1	1.000000
2	10	0	0.014722
2	10	1	0.985278
2	11	0	0.992626
2	11	1	0.007374
2	12	0	0.880331
2	12	1	0.119669
2	13	0	0.880331
2	13	1	0.119669
2	14	0	0.000000
2	14	1	1.000000
2	15	0	0.992626
2	15	1	0.007374
2	16	0	1.000000
2	16	1	0.000000
2	17	0	0.000000
2	17	1	1.000000
2	18	0	0.000000
2	18	1	1.000000
2	19	0	0.000000
2	19	1	1.000000
2	20	0	1.000000
2	20	1	0.000000
2	21	0	1.000000
2	21	1	0.000000
2	22	0	1.000000
2	22	1	0.000000
2	23	0	0.119669
2	23	1	0.880331
2	24	0	1.000000
2	24	1	0.000000
2	25	0	0.007374
2	25	1	0.992626
2	26	0	0.000000
2	26	1	1.000000
2	27	0	0.000000
2	27	1	1.000000
2	28	0	0.977896
2	28	1	0.022104
2	29	0	0.119669
2	29	1	0.880331
2	30	0	0.000000
2	30	1	1.000000
2	31	0	0.000000
2	31	1	1.000000
2	32	0	1.000000
2	32	1	0.000000
2	33	0	0.000000
2	33	1	1.000000
2	34	0	0.880331
2	34	1	0.119669
2	35	0	1.000000
2	35	1	0.000000
2	36	0	0.074483
2	36	1	0.925517
2	37	0	0.000000
2	37	1	1.000000
2	38	0	0.000000
2	38	1	1.000000
2	39	0	1.000000
2	39	1	0.000000
2	40	0	0.000000
2	40	1	1.000000
2	41	0	0.000000
2	41	1	1.000000
2	42	0	1.000000
2	42	1	0.000000
2	43	0	1.000000
2	43	1	0.000000
2	44	0	0.119669
2	44	1	0.880331
2	45	0	0.125276
2	45	1	0.874724
2	46	0	0.022036
2	46	1	0.977964
2	47	0	0.000000
2	47	1	1.000000
2	48	0	0.000000
2	48	1	1.000000
2	49	0	0.963140
2	49	1	0.036860
3	0	0	0.000000
3	0	1	1.000000
3	1	0	1.000000
3	1	1	0.000000
3	2	0	1.000000
3	2	1	0.000000
3	3	0	1.000000
3	3	1	0.000000
3	4	0	0.891303
3	4	1	0.108697
3	5	0	0.000000
3	5	1	1.000000
3	6	0	1.000000
3	6	1	0.000000
3	7	0	0.913179
3	7	1	0.086821
3	8	0	1.000000
3	8	1	0.000000
3	9	0	0.000000
3	9	1	1.000000
3	10	0	0.000000
3	10	1	1.000000
3	11	0	1.000000
3	11	1	0.000000
3	12	0	1.000000
3	12	1	0.000000
3	13	0	1.000000
3	13	1	0.000000
3	14	0	0.021752
3	14	1	0.978248
3	15	0	1.000000
3	15	1	0.000000
3	16	0	1.000000
3	16	1	0.000000
3	17	0	0.021680
3	17	1	0.978320
3	18	0	0.065390
3	18	1	0.934610
3	19	0	0.000000
3	19	1	1.000000
3	20	0	1.000000
3	20	1	0.000000
3	21	0	1.000000
3	21	1	0.000000
3	22	0	0.000000
3	22	1	1.000000
3	23	0	0.000000
3	23	1	1.000000
3	24	0	0.000000
3	24	1	1.000000
3	25	0	0.000000
3	25	1	1.000000
3	26	0	0.000000
3	26	1	1.000000
3	27	0	0.021730
3	27	1	0.978270
3	28	0	1.000000
3	28	1	0.000000
3	29	0	0.000000
3	29	1	1.000000
3	30	0	0.000000
3	30	1	1.000000
3	31	0	0.000000
3	31	1	1.000000
3	32	0	1.000000
3	32	1	0.000000
3	33	0	0.000000
3	33	1	1.000000
3	34	0	1.000000
3	34	1	0.000000
3	35	0	1.000000
3	35	1	0.000000
3	36	0	0.000000
3	36	1	1.000000
3	37	0	0.000000
3	37	1	1.000000
3	38	0	0.000000
3	38	1	1.000000
3	39	0	1.000000
3	39	1	0.000000
3	40	0	0.000000
3	40	1	1.000000
3	41	0	1.000000
3	41	1	0.000000
3	42	0	0.978299
3	42	1	0.021701
3	43	0	0.866440
3	43	1	0.133560
3	44	0	0.000000
3	44	1	1.000000
3	45	0	0.000000
3	45	1	1.000000
3	46	0	0.000000
3	46	1	1.000000
3	47	0	0.000000
3	47	1	1.000000
3	48	0	0.000000
3	48	1	1.000000
3	49	0	1.000000
3	49	1	0.000000

